batter,runs,balls,fours,sixes,strike_rate,dismissal
Adam Gilchrist,15,20,1,1,75.0,c Anirudha b Bollinger
Andrew Symonds,23,22,3,0,104.55,c Vijay b Ashwin
Herschelle Gibbs,18,26,1,0,69.23,b Jakati
RP Singh,0,3,0,0,0.0,not out
Rohit Sharma,2,5,0,0,40.0,c Muralitharan b Morkel
Pragyan Ojha,1,4,0,0,25.0,c Bollinger b Raina
Ryan Harris,15,8,1,1,187.5,c Vijay b Bollinger
Harmeet Singh Bansal,0,1,0,0,0.0,lbw b Muralitharan
Tirumalsetti Suman,4,4,1,0,100.0,c Raina b Bollinger
Mohnish Mishra,2,5,0,0,40.0,st Dhoni b Jakati
Bodapati Sumanth,16,18,2,0,88.89,b Bollinger
