bowler,overs,maidens,runs,wickets,economy
Stuart Binny,1,0,11,0,11.0
Sreenath Aravind,2,0,18,2,9.0
Chris Jordan,1,0,12,0,12.0
Yuzvendra Chahal,3,0,25,4,8.33
Shane Watson,2,0,7,2,3.5
Varun Aaron,1,0,17,0,17.0
Chris Gayle,3,0,25,0,8.33
Sachin Baby,1,0,4,0,4.0
